customer_first_name,supplier_name,quantity,product_name,customer_email,product_id,line_total,unit_price,customer_last_name,supplier_country,customer_region_head,product_category,customer_phone,order_id,customer_loyalty_tier,customer_country,payment_method,category_tax_rate,order_status,order_date,customer_region,customer_id,customer_city
Олександр,Омега-Max ТОВ,2,ZenPoint Книги Pro60,client10052@example.com,1093,11959.56,5979.78,Поліщук,Чехія,Коваленко І. О.,Книги,+380698798447,51,Bronze,Україна,Картка,0.07,Створено,2024-12-22,Східна Європа,10052,Львів
Олександр,Європром-Star ТОВ,4,VitaSystems Книги S25,client1543@example.com,1836,49249.32,12312.33,Руденко,Італія,Новак П. Я.,Книги,+380555422235,52,Gold,Польща,Накладений платіж,0.07,Оплачено,2024-12-28,Центральна Європа,1543,Краків
Сергій,Континент-Nova ТОВ,6,EcoMark Посуд S92,client12830@example.com,348,20124.78,3354.13,Бойко,США,Ліндберг Е. С.,Посуд,+380701677046,53,Silver,Фінляндія,Google Pay,0.2,Скасовано,2025-02-07,Північна Європа,12830,Гельсінкі
Сергій,Партнер-Pro ТОВ,1,NovaMark Зоотовари Air12,client12830@example.com,2644,2701.35,2701.35,Бойко,Туреччина,Ліндберг Е. С.,Зоотовари,+380701677046,53,Silver,Фінляндія,Google Pay,0.2,Скасовано,2025-02-07,Північна Європа,12830,Гельсінкі
Сергій,Європром-Solar ТОВ,3,SmartGear Планшети Air25,client12830@example.com,2010,19259.37,6419.79,Бойко,Туреччина,Ліндберг Е. С.,Планшети,+380701677046,53,Silver,Фінляндія,Google Pay,0.2,Скасовано,2025-02-07,Північна Європа,12830,Гельсінкі
Світлана,Глобал-Neo ТОВ,2,ProPoint Телевізори Pro7,client13113@example.com,2724,43703.42,21851.71,Шевчук,США,Коваленко І. О.,Телевізори,+380908014107,54,Silver,Україна,Google Pay,0.2,Доставлено,2023-05-27,Східна Європа,13113,Одеса
Світлана,Альфа-Max ТОВ,7,SolarSoft Спорттовари Pro86,client13113@example.com,425,233723.84,33389.12,Шевчук,Китай,Коваленко І. О.,Спорттовари,+380908014107,54,Silver,Україна,Google Pay,0.2,Доставлено,2023-05-27,Східна Європа,13113,Одеса
Богдан,Опт-Solar ТОВ,4,AeroPoint Смартфони Pro14,client9414@example.com,3001,149015.64,37253.91,Ткаченко,Німеччина,Новак П. Я.,Смартфони,+380664676077,55,Gold,Польща,Готівка,0.2,Оплачено,2023-12-16,Центральна Європа,9414,Краків
Богдан,Опт-Lux ТОВ #28,3,NovaLine Одяг Lite63,client9414@example.com,2900,61975.53,20658.51,Ткаченко,Польща,Новак П. Я.,Одяг,+380664676077,55,Gold,Польща,Готівка,0.2,Оплачено,2023-12-16,Центральна Європа,9414,Краків
Богдан,Партнер-Smart ТОВ,3,AeroMark Ноутбуки Lite99,client9414@example.com,2471,72355.14,24118.38,Ткаченко,Південна Корея,Новак П. Я.,Ноутбуки,+380664676077,55,Gold,Польща,Готівка,0.2,Оплачено,2023-12-16,Центральна Європа,9414,Краків
Богдан,Глобал-Eco ТОВ,1,NovaCore Канцтовари Air10,client902@example.com,3473,2293.11,2293.11,Шевчук,Польща,Новак П. Я.,Канцтовари,+380862924816,56,Platinum,Угорщина,Готівка,0.2,Створено,2024-08-17,Центральна Європа,902,Будапешт
Богдан,Трейд-Apex ТОВ,1,VitaWorks Спорттовари Pro83,client902@example.com,1134,18800.33,18800.33,Шевчук,Україна,Новак П. Я.,Спорттовари,+380862924816,56,Platinum,Угорщина,Готівка,0.2,Створено,2024-08-17,Центральна Європа,902,Будапешт
Іван,Європром-Nova ТОВ,8,VoltPlus Посуд Lite99,client7409@example.com,419,26647.84,3330.98,Бондаренко,Італія,Коваленко І. О.,Посуд,+380918019922,57,Gold,Україна,Картка,0.2,Скасовано,2023-06-18,Східна Європа,7409,Харків
Іван,Європром-Smart ТОВ,6,ZenSystems Фотоапарати S57,client7409@example.com,2124,6728.4,1121.4,Бондаренко,Південна Корея,Коваленко І. О.,Фотоапарати,+380918019922,57,Gold,Україна,Картка,0.2,Скасовано,2023-06-18,Східна Європа,7409,Харків
Богдан,Європром-Pro ТОВ,1,MaxGear Аудіотехніка X70,client4782@example.com,720,21183.1,21183.1,Поліщук,Південна Корея,Шмідт Г. К.,Аудіотехніка,+380728098188,58,Gold,Німеччина,Apple Pay,0.2,Оплачено,2024-10-23,Західна Європа,4782,Берлін
Іван,Європром-Pro ТОВ #62,7,NovaCore Одяг Air23,client9652@example.com,1858,241952.06,34564.58,Павленко,США,Коваленко І. О.,Одяг,+380709631070,59,Bronze,Україна,Накладений платіж,0.2,Відправлено,2025-04-28,Східна Європа,9652,Львів
Іван,Європром-Pro ТОВ,4,AeroHub Меблі Lite76,client9652@example.com,1037,174762.56,43690.64,Павленко,Південна Корея,Коваленко І. О.,Меблі,+380709631070,59,Bronze,Україна,Накладений платіж,0.2,Відправлено,2025-04-28,Східна Європа,9652,Львів
Іван,Омега-Neo ТОВ,1,TechCraft Косметика Air83,client9652@example.com,2857,31425.77,31425.77,Павленко,Чехія,Коваленко І. О.,Косметика,+380709631070,59,Bronze,Україна,Накладений платіж,0.2,Відправлено,2025-04-28,Східна Європа,9652,Львів
Катерина,Трейд-Vita ТОВ,7,VitaLab Смартфони Lite43,client12512@example.com,2756,245701.12,35100.16,Бойко,Польща,Новак П. Я.,Смартфони,+380783564290,60,Bronze,Угорщина,Готівка,0.2,Оплачено,2023-10-26,Центральна Європа,12512,Будапешт
Сергій,Опт-Lux ТОВ,8,ApexWave Меблі S7,client9126@example.com,2140,233926.08,29240.76,Бондаренко,Туреччина,Россі М. А.,Меблі,+380796317124,61,Gold,Італія,Apple Pay,0.2,Створено,2023-05-29,Південна Європа,9126,Мілан
Сергій,Альфа-Prime ТОВ,6,ZenTrade Меблі X76,client9126@example.com,1510,214999.86,35833.31,Бондаренко,Туреччина,Россі М. А.,Меблі,+380796317124,61,Gold,Італія,Apple Pay,0.2,Створено,2023-05-29,Південна Європа,9126,Мілан
Сергій,Партнер-Pro ТОВ #51,4,VitaWorks Планшети Air23,client9126@example.com,674,85884.68,21471.17,Бондаренко,Німеччина,Россі М. А.,Планшети,+380796317124,61,Gold,Італія,Apple Pay,0.2,Створено,2023-05-29,Південна Європа,9126,Мілан
Сергій,Захід-Neo ТОВ,3,SmartSystems Ноутбуки Max81,client9126@example.com,3278,47768.52,15922.84,Бондаренко,Німеччина,Россі М. А.,Ноутбуки,+380796317124,61,Gold,Італія,Apple Pay,0.2,Створено,2023-05-29,Південна Європа,9126,Мілан
Сергій,Імпорт-Aero ТОВ,2,TechBrands Планшети X39,client12174@example.com,1225,55005.4,27502.7,Бойко,Туреччина,Шмідт Г. К.,Планшети,+380805350993,62,Gold,Німеччина,Картка,0.2,Доставлено,2023-02-08,Західна Європа,12174,Гамбург
Сергій,Партнер-Pro ТОВ #51,3,ProWorks Косметика Lite59,client12174@example.com,3441,41817.3,13939.1,Бойко,Німеччина,Шмідт Г. К.,Косметика,+380805350993,62,Gold,Німеччина,Картка,0.2,Доставлено,2023-02-08,Західна Європа,12174,Гамбург
Марія,Захід-Tech ТОВ,5,EcoWorks Холодильники X35,client11551@example.com,2320,183935.85,36787.17,Гончар,Туреччина,Шмідт Г. К.,Холодильники,+380605469387,63,Bronze,Німеччина,Готівка,0.2,Створено,2024-04-13,Західна Європа,11551,Гамбург
Марія,Опт-Vita ТОВ,6,UltraPoint Планшети S6,client11551@example.com,1860,57269.34,9544.89,Гончар,Китай,Шмідт Г. К.,Планшети,+380605469387,63,Bronze,Німеччина,Готівка,0.2,Створено,2024-04-13,Західна Європа,11551,Гамбург
Іван,Партнер-Pro ТОВ,6,VoltMark Смартфони Lite22,client528@example.com,970,167144.58,27857.43,Савченко,Туреччина,Шмідт Г. К.,Смартфони,+380519617888,64,Silver,Німеччина,Накладений платіж,0.2,Створено,2023-06-16,Західна Європа,528,Гамбург
Іван,Меркурій-Grand ТОВ,8,StarCore Холодильники Lite48,client528@example.com,437,213172.08,26646.51,Савченко,Україна,Шмідт Г. К.,Холодильники,+380519617888,64,Silver,Німеччина,Накладений платіж,0.2,Створено,2023-06-16,Західна Європа,528,Гамбург
Іван,Холдинг-Grand ТОВ,5,PrimeTrade Спорттовари Pro40,client528@example.com,371,77354.25,15470.85,Савченко,Італія,Шмідт Г. К.,Спорттовари,+380519617888,64,Silver,Німеччина,Накладений платіж,0.2,Створено,2023-06-16,Західна Європа,528,Гамбург
Світлана,Альфа-Max ТОВ,2,UltraLab Посуд S85,client10050@example.com,3910,55888.8,27944.4,Шевченко,Китай,Коваленко І. О.,Посуд,+380919368971,65,Platinum,Україна,Apple Pay,0.2,Повернено,2024-04-27,Східна Європа,10050,Харків
Світлана,Імпорт-Neo ТОВ #79,4,SolarCraft Зоотовари Max52,client10050@example.com,1159,139617.0,34904.25,Шевченко,Польща,Коваленко І. О.,Зоотовари,+380919368971,65,Platinum,Україна,Apple Pay,0.2,Повернено,2024-04-27,Східна Європа,10050,Харків
Світлана,Меркурій-Ultra ТОВ,3,StarWave Смартфони Pro49,client10050@example.com,816,110762.7,36920.9,Шевченко,Польща,Коваленко І. О.,Смартфони,+380919368971,65,Platinum,Україна,Apple Pay,0.2,Повернено,2024-04-27,Східна Європа,10050,Харків
Світлана,Меркурій-Apex ТОВ,7,ZenPlus Пральні машини Pro43,client10050@example.com,2507,228626.93,32660.99,Шевченко,Польща,Коваленко І. О.,Пральні машини,+380919368971,65,Platinum,Україна,Apple Pay,0.2,Повернено,2024-04-27,Східна Європа,10050,Харків
Світлана,Омега-Grand ТОВ,3,LuxCore Книги X61,client1154@example.com,2457,93061.2,31020.4,Бондаренко,Чехія,Ліндберг Е. С.,Книги,+380574421652,66,Gold,Фінляндія,Накладений платіж,0.07,Відправлено,2023-10-22,Північна Європа,1154,Гельсінкі
Софія,Партнер-Pro ТОВ,6,ApexMark Аудіотехніка Air44,client5134@example.com,1234,78799.92,13133.32,Марченко,Туреччина,Шмідт Г. К.,Аудіотехніка,+380799483345,67,Platinum,Франція,Google Pay,0.2,Створено,2023-10-11,Західна Європа,5134,Ліон
Софія,Імпорт-Star ТОВ,2,AeroMark Смартфони Max62,client5134@example.com,3669,2642.12,1321.06,Марченко,Південна Корея,Шмідт Г. К.,Смартфони,+380799483345,67,Platinum,Франція,Google Pay,0.2,Створено,2023-10-11,Західна Європа,5134,Ліон
Михайло,Меркурій-Ultra ТОВ #35,8,AeroLab Взуття Max96,client2417@example.com,3478,150707.52,18838.44,Гончар,Польща,Новак П. Я.,Взуття,+380631309811,68,Silver,Угорщина,Google Pay,0.2,Створено,2024-07-30,Центральна Європа,2417,Будапешт
Михайло,Імпорт-Star ТОВ,1,SmartPoint Продукти Lite72,client2417@example.com,2216,26873.48,26873.48,Гончар,Південна Корея,Новак П. Я.,Продукти,+380631309811,68,Silver,Угорщина,Google Pay,0.07,Створено,2024-07-30,Центральна Європа,2417,Будапешт
Михайло,Трейд-Zen ТОВ,6,ProWave Фотоапарати Air31,client2417@example.com,2619,72885.36,12147.56,Гончар,Китай,Новак П. Я.,Фотоапарати,+380631309811,68,Silver,Угорщина,Google Pay,0.2,Створено,2024-07-30,Центральна Європа,2417,Будапешт
Тетяна,Глобал-Prime ТОВ,3,ZenWorks Меблі Air28,client2817@example.com,1815,128980.32,42993.44,Ткаченко,Німеччина,Новак П. Я.,Меблі,+380554430633,69,Gold,Угорщина,Apple Pay,0.2,Оплачено,2024-03-17,Центральна Європа,2817,Будапешт
Тетяна,Омега-Prime ТОВ,3,ZenSystems Меблі Lite13,client2817@example.com,1118,62808.93,20936.31,Ткаченко,Італія,Новак П. Я.,Меблі,+380554430633,69,Gold,Угорщина,Apple Pay,0.2,Оплачено,2024-03-17,Центральна Європа,2817,Будапешт
Катерина,Альфа-Star ТОВ,3,LuxSoft Фотоапарати Max40,client5284@example.com,1706,4371.63,1457.21,Павленко,Польща,Ліндберг Е. С.,Фотоапарати,+380605492020,70,Gold,Швеція,Готівка,0.2,Відправлено,2024-07-29,Північна Європа,5284,Гетеборг
Катерина,Європром-Nova ТОВ,4,SmartBrands Книги Max73,client5284@example.com,989,135992.84,33998.21,Павленко,Італія,Ліндберг Е. С.,Книги,+380605492020,70,Gold,Швеція,Готівка,0.07,Відправлено,2024-07-29,Північна Європа,5284,Гетеборг
Катерина,Європром-Pro ТОВ #62,6,LuxHub Посуд Air10,client5284@example.com,3679,69798.3,11633.05,Павленко,США,Ліндберг Е. С.,Посуд,+380605492020,70,Gold,Швеція,Готівка,0.2,Відправлено,2024-07-29,Північна Європа,5284,Гетеборг
Катерина,Меркурій-Grand ТОВ #47,6,ZenPlus Холодильники Lite20,client5284@example.com,1399,85622.4,14270.4,Павленко,Німеччина,Ліндберг Е. С.,Холодильники,+380605492020,70,Gold,Швеція,Готівка,0.2,Відправлено,2024-07-29,Північна Європа,5284,Гетеборг
Катерина,Омега-Solar ТОВ,8,ZenHub Спорттовари X37,client5284@example.com,105,261487.92,32685.99,Павленко,Південна Корея,Ліндберг Е. С.,Спорттовари,+380605492020,70,Gold,Швеція,Готівка,0.2,Відправлено,2024-07-29,Північна Європа,5284,Гетеборг
Світлана,Європром-Nova ТОВ,7,UltraCore Ноутбуки S59,client13838@example.com,3732,228450.11,32635.73,Гончар,Італія,Россі М. А.,Ноутбуки,+380698015510,71,Platinum,Італія,Google Pay,0.2,Скасовано,2023-01-03,Південна Європа,13838,Мілан
Світлана,Захід-Lux ТОВ,6,NovaTrade Зоотовари Lite19,client13838@example.com,3313,9383.7,1563.95,Гончар,Південна Корея,Россі М. А.,Зоотовари,+380698015510,71,Platinum,Італія,Google Pay,0.2,Скасовано,2023-01-03,Південна Європа,13838,Мілан
Світлана,Омега-Grand ТОВ,3,GrandWave Аудіотехніка Lite62,client13838@example.com,1078,117942.27,39314.09,Гончар,Чехія,Россі М. А.,Аудіотехніка,+380698015510,71,Platinum,Італія,Google Pay,0.2,Скасовано,2023-01-03,Південна Європа,13838,Мілан
Світлана,Меркурій-Grand ТОВ #47,7,NovaPoint Інструменти S45,client13838@example.com,1854,31787.77,4541.11,Гончар,Німеччина,Россі М. А.,Інструменти,+380698015510,71,Platinum,Італія,Google Pay,0.2,Скасовано,2023-01-03,Південна Європа,13838,Мілан
Наталія,Партнер-Eco ТОВ,5,SolarSystems Інструменти Max8,client9089@example.com,828,187940.0,37588.0,Лисенко,Україна,Шмідт Г. К.,Інструменти,+380904329514,72,Platinum,Франція,Google Pay,0.2,Скасовано,2023-08-03,Західна Європа,9089,Ліон
Наталія,Імпорт-Tech ТОВ #69,8,NovaSystems Зоотовари Air54,client9089@example.com,649,133587.76,16698.47,Лисенко,Італія,Шмідт Г. К.,Зоотовари,+380904329514,72,Platinum,Франція,Google Pay,0.2,Скасовано,2023-08-03,Західна Європа,9089,Ліон
Наталія,Партнер-Pro ТОВ,7,SmartTrade Продукти X56,client9089@example.com,3902,91368.27,13052.61,Лисенко,Туреччина,Шмідт Г. К.,Продукти,+380904329514,72,Platinum,Франція,Google Pay,0.07,Скасовано,2023-08-03,Західна Європа,9089,Ліон
Юрій,Трейд-Apex ТОВ,4,NovaPoint Взуття Lite56,client1488@example.com,906,72823.52,18205.88,Марченко,Україна,Новак П. Я.,Взуття,+380858132755,73,Bronze,Польща,Готівка,0.2,Відправлено,2023-03-10,Центральна Європа,1488,Краків
Юрій,Омега-Grand ТОВ,6,NeoHub Аудіотехніка Lite88,client1488@example.com,2094,154174.56,25695.76,Марченко,Чехія,Новак П. Я.,Аудіотехніка,+380858132755,73,Bronze,Польща,Готівка,0.2,Відправлено,2023-03-10,Центральна Європа,1488,Краків
Юрій,Трейд-Vita ТОВ,1,SmartWorks Іграшки Pro8,client1488@example.com,900,17256.82,17256.82,Марченко,Польща,Новак П. Я.,Іграшки,+380858132755,73,Bronze,Польща,Готівка,0.2,Відправлено,2023-03-10,Центральна Європа,1488,Краків
Оксана,Трейд-Ultra ТОВ,7,MaxCraft Пральні машини S12,client6673@example.com,1209,257192.74,36741.82,Лисенко,Туреччина,Коваленко І. О.,Пральні машини,+380921994756,74,Silver,Україна,Apple Pay,0.2,Повернено,2024-06-21,Східна Європа,6673,Дніпро
Оксана,Холдинг-Max ТОВ,8,ApexWorks Планшети Air17,client6673@example.com,2760,252190.0,31523.75,Лисенко,Південна Корея,Коваленко І. О.,Планшети,+380921994756,74,Silver,Україна,Apple Pay,0.2,Повернено,2024-06-21,Східна Європа,6673,Дніпро
Оксана,Альфа-Max ТОВ,2,ApexPoint Косметика Lite72,client6673@example.com,1036,76906.2,38453.1,Лисенко,Китай,Коваленко І. О.,Косметика,+380921994756,74,Silver,Україна,Apple Pay,0.2,Повернено,2024-06-21,Східна Європа,6673,Дніпро
Оксана,Глобал-Eco ТОВ,1,GrandTrade Зоотовари Pro51,client7350@example.com,2751,21604.59,21604.59,Левченко,Польща,Новак П. Я.,Зоотовари,+380691896584,75,Platinum,Чехія,Картка,0.2,Повернено,2023-10-10,Центральна Європа,7350,Прага
Оксана,Опт-Lux ТОВ,8,UltraHub Одяг Air59,client7350@example.com,1332,339957.76,42494.72,Левченко,Туреччина,Новак П. Я.,Одяг,+380691896584,75,Platinum,Чехія,Картка,0.2,Повернено,2023-10-10,Центральна Європа,7350,Прага
Оксана,Імпорт-Zen ТОВ,2,EcoCraft Взуття Max39,client7350@example.com,3505,79415.9,39707.95,Левченко,Польща,Новак П. Я.,Взуття,+380691896584,75,Platinum,Чехія,Картка,0.2,Повернено,2023-10-10,Центральна Європа,7350,Прага
Оксана,Імпорт-Neo ТОВ,8,SmartLine Книги Air13,client7350@example.com,1293,64134.32,8016.79,Левченко,Туреччина,Новак П. Я.,Книги,+380691896584,75,Platinum,Чехія,Картка,0.07,Повернено,2023-10-10,Центральна Європа,7350,Прага
Оксана,Імпорт-Tech ТОВ #69,7,NovaSystems Зоотовари Air54,client7350@example.com,649,116889.29,16698.47,Левченко,Італія,Новак П. Я.,Зоотовари,+380691896584,75,Platinum,Чехія,Картка,0.2,Повернено,2023-10-10,Центральна Європа,7350,Прага
Марія,Альфа-Nova ТОВ,1,PrimePlus Фотоапарати S57,client11551@example.com,1796,39145.23,39145.23,Гончар,Південна Корея,Шмідт Г. К.,Фотоапарати,+380605469387,76,Bronze,Німеччина,Готівка,0.2,Оплачено,2024-01-06,Західна Європа,11551,Гамбург
Олена,Трейд-Prime ТОВ,5,SmartLine Посуд Pro24,client9660@example.com,2654,39029.25,7805.85,Руденко,Туреччина,Шмідт Г. К.,Посуд,+380784983190,77,Bronze,Німеччина,Apple Pay,0.2,Створено,2023-04-28,Західна Європа,9660,Гамбург
Олена,Опт-Max ТОВ,7,LuxCore Взуття X80,client9660@example.com,3694,270344.9,38620.7,Руденко,Туреччина,Шмідт Г. К.,Взуття,+380784983190,77,Bronze,Німеччина,Apple Pay,0.2,Створено,2023-04-28,Західна Європа,9660,Гамбург
Олена,Імпорт-Zen ТОВ,5,SmartCore Книги Max91,client9660@example.com,2238,177291.0,35458.2,Руденко,Польща,Шмідт Г. К.,Книги,+380784983190,77,Bronze,Німеччина,Apple Pay,0.07,Створено,2023-04-28,Західна Європа,9660,Гамбург
Олена,Трейд-Apex ТОВ,7,ZenHub Фотоапарати S90,client9660@example.com,1667,102320.68,14617.24,Руденко,Україна,Шмідт Г. К.,Фотоапарати,+380784983190,77,Bronze,Німеччина,Apple Pay,0.2,Створено,2023-04-28,Західна Європа,9660,Гамбург
Іван,Європром-Ultra ТОВ,2,VoltBrands Зоотовари S72,client12103@example.com,3204,81984.4,40992.2,Лисенко,Німеччина,Новак П. Я.,Зоотовари,+380519276921,78,Gold,Польща,Google Pay,0.2,Повернено,2023-11-30,Центральна Європа,12103,Краків
Іван,Партнер-Eco ТОВ,5,ProCraft Книги S56,client12103@example.com,2958,83569.05,16713.81,Лисенко,Україна,Новак П. Я.,Книги,+380519276921,78,Gold,Польща,Google Pay,0.07,Повернено,2023-11-30,Центральна Європа,12103,Краків
Іван,Омега-Prime ТОВ,8,SolarSoft Фотоапарати Lite29,client12103@example.com,1239,331215.28,41401.91,Лисенко,Італія,Новак П. Я.,Фотоапарати,+380519276921,78,Gold,Польща,Google Pay,0.2,Повернено,2023-11-30,Центральна Європа,12103,Краків
Іван,Трейд-Neo ТОВ #67,6,LuxWorks Іграшки Pro34,client12103@example.com,2476,89860.86,14976.81,Лисенко,Китай,Новак П. Я.,Іграшки,+380519276921,78,Gold,Польща,Google Pay,0.2,Повернено,2023-11-30,Центральна Європа,12103,Краків
Іван,Континент-Aero ТОВ,6,ProOne Інструменти Air92,client12103@example.com,581,78669.3,13111.55,Лисенко,США,Новак П. Я.,Інструменти,+380519276921,78,Gold,Польща,Google Pay,0.2,Повернено,2023-11-30,Центральна Європа,12103,Краків
Тетяна,Альфа-Star ТОВ,3,NeoMark Взуття S79,client7276@example.com,2359,108640.8,36213.6,Ткаченко,Польща,Новак П. Я.,Взуття,+380682321027,79,Gold,Польща,Накладений платіж,0.2,Скасовано,2023-03-02,Центральна Європа,7276,Варшава
Ірина,Омега-Solar ТОВ,6,NeoPoint Ноутбуки Lite55,client6496@example.com,2527,117719.64,19619.94,Кравченко,Південна Корея,Новак П. Я.,Ноутбуки,+380991378173,80,Platinum,Угорщина,Готівка,0.2,Скасовано,2023-10-10,Центральна Європа,6496,Будапешт
Ірина,Меркурій-Lux ТОВ,6,NovaWorks Посуд Pro26,client6496@example.com,2673,129208.14,21534.69,Кравченко,Китай,Новак П. Я.,Посуд,+380991378173,80,Platinum,Угорщина,Готівка,0.2,Скасовано,2023-10-10,Центральна Європа,6496,Будапешт
Ірина,Холдинг-Grand ТОВ,6,VitaTrade Планшети X17,client6496@example.com,150,74471.82,12411.97,Кравченко,Італія,Новак П. Я.,Планшети,+380991378173,80,Platinum,Угорщина,Готівка,0.2,Скасовано,2023-10-10,Центральна Європа,6496,Будапешт
Ірина,Холдинг-Max ТОВ,3,TechWorks Телевізори Lite25,client6496@example.com,528,67639.38,22546.46,Кравченко,Південна Корея,Новак П. Я.,Телевізори,+380991378173,80,Platinum,Угорщина,Готівка,0.2,Скасовано,2023-10-10,Центральна Європа,6496,Будапешт
Олена,Опт-Vita ТОВ,6,SolarLab Смартфони Lite14,client5756@example.com,3358,115395.0,19232.5,Бойко,Китай,Россі М. А.,Смартфони,+380986725685,81,Platinum,Іспанія,Картка,0.2,Доставлено,2023-03-06,Південна Європа,5756,Барселона
Олена,Партнер-Smart ТОВ,5,GrandSoft Зоотовари Lite93,client5756@example.com,2384,133071.65,26614.33,Бойко,Південна Корея,Россі М. А.,Зоотовари,+380986725685,81,Platinum,Іспанія,Картка,0.2,Доставлено,2023-03-06,Південна Європа,5756,Барселона
Олександр,Глобал-Neo ТОВ,4,UltraWave Ноутбуки S50,client461@example.com,1483,80515.84,20128.96,Шевчук,США,Коваленко І. О.,Ноутбуки,+380626033367,82,Bronze,Україна,Google Pay,0.2,Доставлено,2023-04-01,Східна Європа,461,Харків
Олександр,Партнер-Pro ТОВ,5,SolarCore Зоотовари X66,client461@example.com,3766,88689.75,17737.95,Шевчук,Туреччина,Коваленко І. О.,Зоотовари,+380626033367,82,Bronze,Україна,Google Pay,0.2,Доставлено,2023-04-01,Східна Європа,461,Харків
Олександр,Європром-Star ТОВ,4,SmartSoft Взуття Lite20,client461@example.com,2324,152407.36,38101.84,Шевчук,Італія,Коваленко І. О.,Взуття,+380626033367,82,Bronze,Україна,Google Pay,0.2,Доставлено,2023-04-01,Східна Європа,461,Харків
Наталія,Партнер-Max ТОВ,6,EcoGear Канцтовари Lite75,client7862@example.com,184,149799.12,24966.52,Бойко,Китай,Шмідт Г. К.,Канцтовари,+380939770842,83,Platinum,Франція,Накладений платіж,0.2,Оплачено,2023-02-15,Західна Європа,7862,Париж
Анна,Європром-Pro ТОВ,1,UltraBrands Планшети S37,client2765@example.com,1695,2015.19,2015.19,Кузьменко,Південна Корея,Новак П. Я.,Планшети,+380886218945,84,Platinum,Угорщина,Накладений платіж,0.2,Оплачено,2024-06-02,Центральна Європа,2765,Будапешт
Анна,Партнер-Eco ТОВ,4,ProCraft Книги S56,client2765@example.com,2958,66855.24,16713.81,Кузьменко,Україна,Новак П. Я.,Книги,+380886218945,84,Platinum,Угорщина,Накладений платіж,0.07,Оплачено,2024-06-02,Центральна Європа,2765,Будапешт
Анна,Захід-Solar ТОВ,8,StarSystems Косметика S63,client2765@example.com,993,326482.8,40810.35,Кузьменко,Південна Корея,Новак П. Я.,Косметика,+380886218945,84,Platinum,Угорщина,Накладений платіж,0.2,Оплачено,2024-06-02,Центральна Європа,2765,Будапешт
Анна,Європром-Ultra ТОВ #72,5,VitaLine Канцтовари S74,client2765@example.com,829,154314.6,30862.92,Кузьменко,Чехія,Новак П. Я.,Канцтовари,+380886218945,84,Platinum,Угорщина,Накладений платіж,0.2,Оплачено,2024-06-02,Центральна Європа,2765,Будапешт
Анна,Опт-Grand ТОВ,2,UltraPlus Фотоапарати Max80,client2765@example.com,243,64884.88,32442.44,Кузьменко,Італія,Новак П. Я.,Фотоапарати,+380886218945,84,Platinum,Угорщина,Накладений платіж,0.2,Оплачено,2024-06-02,Центральна Європа,2765,Будапешт
Катерина,Трейд-Ultra ТОВ,8,EcoPoint Продукти Air79,client8176@example.com,3489,203441.68,25430.21,Коваленко,Туреччина,Россі М. А.,Продукти,+380609417090,85,Silver,Італія,Картка,0.07,Доставлено,2023-06-29,Південна Європа,8176,Рим
Катерина,Глобал-Neo ТОВ #56,1,ZenPoint Косметика S41,client8176@example.com,3111,23459.1,23459.1,Коваленко,Туреччина,Россі М. А.,Косметика,+380609417090,85,Silver,Італія,Картка,0.2,Доставлено,2023-06-29,Південна Європа,8176,Рим
Катерина,Імпорт-Neo ТОВ #79,7,AeroLine Ноутбуки X29,client8176@example.com,1971,101788.19,14541.17,Коваленко,Польща,Россі М. А.,Ноутбуки,+380609417090,85,Silver,Італія,Картка,0.2,Доставлено,2023-06-29,Південна Європа,8176,Рим
Дмитро,Омега-Max ТОВ #31,2,ProLab Смартфони X84,client200@example.com,1459,31336.82,15668.41,Павленко,Туреччина,Россі М. А.,Смартфони,+380982350621,86,Gold,Португалія,Картка,0.2,Скасовано,2023-07-10,Південна Європа,200,Лісабон
Дмитро,Трейд-Vita ТОВ,4,NovaCraft Одяг X45,client12742@example.com,214,43554.44,10888.61,Ткаченко,Польща,Новак П. Я.,Одяг,+380808053280,87,Gold,Польща,Google Pay,0.2,Скасовано,2023-07-10,Центральна Європа,12742,Вроцлав
Дмитро,Меркурій-Apex ТОВ,3,MaxSystems Аудіотехніка S79,client12742@example.com,1202,68225.01,22741.67,Ткаченко,Польща,Новак П. Я.,Аудіотехніка,+380808053280,87,Gold,Польща,Google Pay,0.2,Скасовано,2023-07-10,Центральна Європа,12742,Вроцлав
Дмитро,Захід-Max ТОВ,1,AeroSystems Меблі Max86,client12742@example.com,1828,2813.68,2813.68,Ткаченко,Польща,Новак П. Я.,Меблі,+380808053280,87,Gold,Польща,Google Pay,0.2,Скасовано,2023-07-10,Центральна Європа,12742,Вроцлав
Дмитро,Партнер-Pro ТОВ,1,MaxPlus Пральні машини S39,client12742@example.com,3923,23077.16,23077.16,Ткаченко,Туреччина,Новак П. Я.,Пральні машини,+380808053280,87,Gold,Польща,Google Pay,0.2,Скасовано,2023-07-10,Центральна Європа,12742,Вроцлав
Ірина,Європром-Pro ТОВ #62,4,SolarCore Книги S37,client13950@example.com,1749,169069.04,42267.26,Мороз,США,Шмідт Г. К.,Книги,+380884338865,88,Platinum,Франція,Накладений платіж,0.07,Скасовано,2023-05-15,Західна Європа,13950,Ліон
