id,account_id,card_number,card_type,brand,expires_at,status,issued_at
1181,1437,4079********4111-9537,debit,Visa,2029-03,blocked,2026-03-03T06:44:28
1182,1439,5301********8375-6861,debit,Mastercard,2028-09,expired,2025-09-18T19:58:56
1183,1441,5976********3971-5822,debit,Mastercard,2029-05,blocked,2026-05-04T21:21:30
1184,1442,4684********0447-6316,debit,Visa,2031-01,active,2026-01-20T02:08:11
1185,1442,4558********3535-4378,debit,Visa,2029-04,expired,2026-04-27T14:10:55
1186,1444,4510********6632-4823,debit,Visa,2028-09,active,2024-09-30T14:54:47
1187,1445,4129********9109-2470,debit,Visa,2028-03,blocked,2025-03-24T14:10:45
1188,1445,5239********6072-1114,debit,Mastercard,2030-06,blocked,2025-06-12T14:46:36
1189,1446,4951********3272-1745,debit,Visa,2030-04,blocked,2026-04-30T12:57:37
1190,1446,4555********2415-9411,debit,Visa,2030-12,blocked,2025-12-04T19:28:54
1191,1447,5931********4563-3786,debit,Mastercard,2027-12,expired,2022-12-25T03:04:45
1192,1448,4318********3529-5782,debit,Visa,2030-05,active,2026-05-06T10:18:35
1193,1449,4472********9254-5688,debit,Visa,2030-11,active,2025-11-21T12:08:47
1194,1450,4353********3550-8119,debit,Visa,2029-11,active,2025-11-03T18:25:57
1195,1451,5520********3279-4096,debit,Mastercard,2030-02,active,2026-02-03T11:38:33
1196,1451,3115*******0021-1814,debit,Amex,2030-11,active,2025-11-12T13:16:40
1197,1452,5083********3658-5484,debit,Mastercard,2030-05,active,2025-05-02T23:46:58
1198,1453,5864********0947-7564,debit,Mastercard,2031-04,active,2026-04-14T18:00:35
1199,1453,4849********6549-4948,debit,Visa,2029-12,active,2025-12-04T21:23:35
1200,1454,4977********8670-1539,debit,Visa,2029-10,active,2024-10-21T01:35:48
1201,1455,5236********5788-3603,debit,Mastercard,2028-02,blocked,2024-02-19T22:36:30
1202,1456,4935********9288-9654,credit,Visa,2030-05,active,2025-05-08T19:52:44
1203,1458,4857********5644-1001,debit,Visa,2028-07,active,2025-07-30T12:28:48
1204,1459,5688********3674-3384,debit,Mastercard,2029-04,blocked,2026-04-24T10:19:00
1205,1460,4619********1935-604,debit,Visa,2029-04,blocked,2025-04-09T18:23:54
1206,1462,5968********1092-5945,credit,Mastercard,2030-05,blocked,2026-05-08T12:01:31
1207,1463,5303********5568-2107,debit,Mastercard,2030-03,blocked,2025-03-12T20:54:13
1208,1463,5353********6102-9019,debit,Mastercard,2027-09,blocked,2023-09-27T20:44:45
1209,1464,4974********3791-4264,credit,Visa,2025-11,expired,2021-11-09T00:13:48
1210,1465,5634********7710-2093,debit,Mastercard,2026-05,blocked,2023-05-18T10:40:46
1211,1466,5567********0029-4241,debit,Mastercard,2029-01,blocked,2025-01-25T05:47:40
1212,1467,4968********4670-6821,debit,Visa,2031-02,active,2026-02-15T01:42:22
1213,1469,5944********6898-3784,debit,Mastercard,2029-08,active,2025-08-06T14:17:21
1214,1470,4229********6635-1175,debit,Visa,2029-04,blocked,2026-04-03T17:57:18
1215,1471,4641********2749-6712,debit,Visa,2031-04,active,2026-04-12T21:18:44
1216,1474,4794********7041-1234,debit,Visa,2029-01,active,2025-01-02T15:25:23
1217,1474,4955********1032-2888,debit,Visa,2028-09,blocked,2025-09-12T18:03:43
1218,1475,5954********1012-9335,debit,Mastercard,2031-03,blocked,2026-03-17T11:16:30
1219,1475,4669********4883-8103,debit,Visa,2031-05,blocked,2026-05-14T04:12:01
1220,1476,5375********7610-6384,debit,Mastercard,2029-02,active,2026-02-19T10:16:14
1221,1476,5975********8996-9305,debit,Mastercard,2031-04,active,2026-04-12T01:04:28
1222,1477,5418********6651-1399,credit,Mastercard,2031-04,blocked,2026-04-21T01:41:57
1223,1480,6038********6023-5360,debit,Discover,2029-02,blocked,2025-02-11T22:06:40
1224,1484,5490********7917-1685,credit,Mastercard,2028-11,active,2025-11-15T10:54:58
1225,1485,4431********8320-582,debit,Visa,2029-05,active,2026-05-11T07:09:53
1226,1486,3092*******7173-7848,debit,Amex,2028-04,blocked,2025-04-28T14:32:18
1227,1487,4114********5178-4793,debit,Visa,2030-05,expired,2026-05-01T01:59:22
1228,1488,5602********9754-9701,debit,Mastercard,2031-05,active,2026-05-01T15:27:00
1229,1489,6278********2538-2085,debit,Discover,2031-04,active,2026-04-24T14:20:28
1230,1490,4003********3228-7632,debit,Visa,2029-05,active,2026-05-05T18:15:12
1231,1491,5300********9020-6756,debit,Mastercard,2030-02,active,2026-02-26T06:06:18
1232,1492,4191********8309-8176,debit,Visa,2029-05,blocked,2026-05-15T15:54:11
1233,1493,5654********3971-8453,debit,Mastercard,2029-02,active,2026-02-11T11:37:57
1234,1494,5413********5848-4860,debit,Mastercard,2031-05,active,2026-05-08T01:52:16
1235,1495,4373********0684-2474,debit,Visa,2031-04,active,2026-04-07T02:05:36
1236,1496,5823********2412-7886,debit,Mastercard,2030-04,blocked,2026-04-18T10:19:15
1237,1497,6230********9499-1494,debit,Discover,2031-05,blocked,2026-05-15T05:42:51
1238,1498,5744********9376-3347,debit,Mastercard,2028-01,expired,2025-01-22T00:17:33
1239,1500,5963********6256-6989,debit,Mastercard,2029-06,expired,2024-06-02T01:02:45
1240,1502,3461*******7348-1170,credit,Amex,2028-11,active,2025-11-19T08:04:45
1241,1503,4442********8808-1589,debit,Visa,2030-02,blocked,2026-02-08T07:52:56
1242,1505,5863********8372-9107,debit,Mastercard,2030-01,active,2025-01-30T15:08:41
1243,1506,4372********2136-6947,credit,Visa,2029-03,active,2026-03-20T08:23:46
1244,1509,5258********0901-3450,debit,Mastercard,2030-03,active,2026-03-19T12:35:59
1245,1512,5427********1452-5671,debit,Mastercard,2030-01,expired,2026-01-09T17:04:46
1246,1514,5823********7452-9467,debit,Mastercard,2030-05,active,2026-05-08T19:44:14
1247,1515,5149********3358-7655,debit,Mastercard,2030-02,active,2026-02-12T13:24:41
1248,1517,4216********1970-2481,debit,Visa,2031-01,active,2026-01-14T09:05:33
1249,1517,5942********5108-225,debit,Mastercard,2030-09,active,2025-09-12T04:51:01
1250,1518,5940********4187-6465,debit,Mastercard,2030-07,active,2025-07-02T09:33:15
1251,1520,4783********1036-7204,debit,Visa,2027-08,blocked,2023-08-10T00:18:22
1252,1521,4541********6640-7252,debit,Visa,2030-03,active,2026-03-20T13:19:06
1253,1522,5806********0166-5531,debit,Mastercard,2030-04,blocked,2026-04-20T01:14:15
1254,1523,5856********1059-8240,debit,Mastercard,2029-02,blocked,2026-02-27T00:02:32
1255,1524,4312********0560-2541,debit,Visa,2030-04,blocked,2026-04-07T17:04:52
1256,1524,4039********1687-2723,debit,Visa,2030-05,active,2026-05-11T01:43:49
1257,1525,4573********7498-6960,debit,Visa,2027-11,expired,2023-11-06T00:46:53
1258,1526,4957********1041-8430,debit,Visa,2028-08,active,2023-08-04T22:56:26
1259,1531,4024********6853-6459,debit,Visa,2030-07,blocked,2025-07-24T19:24:15
1260,1532,5978********4640-524,debit,Mastercard,2029-05,active,2025-05-13T12:53:48
1261,1533,4586********8976-5309,debit,Visa,2029-05,blocked,2026-05-05T18:03:35
1262,1534,4932********6752-3349,debit,Visa,2030-11,active,2025-11-06T10:03:32
1263,1536,5214********6937-4468,debit,Mastercard,2031-04,blocked,2026-04-25T02:40:15
1264,1538,4193********9896-2026,debit,Visa,2028-11,expired,2025-11-17T09:30:56
1265,1539,5233********5521-4646,debit,Mastercard,2028-06,active,2023-06-28T09:48:42
1266,1539,4619********8885-3269,debit,Visa,2029-02,active,2025-02-24T20:58:37
1267,1540,4559********0280-8778,debit,Visa,2031-04,blocked,2026-04-22T10:59:58
1268,1542,4276********9974-4617,debit,Visa,2029-02,active,2026-02-16T20:58:12
1269,1543,3800*******5430-5993,debit,Amex,2030-05,active,2026-05-15T23:09:07
1270,1544,5761********2651-1910,debit,Mastercard,2029-02,expired,2025-02-26T06:42:08
1271,1546,5664********5257-5184,debit,Mastercard,2029-05,active,2026-05-04T23:24:47
1272,1548,4822********5197-6007,debit,Visa,2027-09,active,2023-09-30T06:38:40
1273,1549,4054********0687-8019,debit,Visa,2028-11,blocked,2025-11-10T17:06:19
1274,1551,4764********7544-6002,debit,Visa,2031-05,active,2026-05-02T05:08:35
1275,1553,5383********1235-8158,debit,Mastercard,2030-03,blocked,2026-03-09T02:23:35
1276,1554,4494********3768-748,debit,Visa,2031-03,expired,2026-03-16T09:25:29
1277,1555,5437********8240-6189,credit,Mastercard,2030-03,expired,2026-03-21T01:33:33
1278,1556,5308********8316-8395,credit,Mastercard,2029-05,expired,2024-05-25T19:25:04
1279,1557,5790********0149-7752,debit,Mastercard,2029-03,blocked,2026-03-02T19:39:29
1280,1558,5821********8433-7813,debit,Mastercard,2029-01,active,2026-01-26T22:35:52
1281,1559,5787********5327-9352,debit,Mastercard,2029-05,blocked,2025-05-15T02:59:04
1282,1561,4714********7018-6772,debit,Visa,2030-04,blocked,2026-04-24T23:07:59
1283,1562,5698********3232-8291,debit,Mastercard,2030-05,blocked,2025-05-01T11:54:38
1284,1564,4013********9161-5198,debit,Visa,2029-04,blocked,2026-04-26T01:35:15
1285,1566,4387********2589-6948,debit,Visa,2029-11,expired,2025-11-24T23:43:22
1286,1567,5994********2015-4873,debit,Mastercard,2027-07,active,2023-07-06T02:04:04
1287,1568,5249********3328-3763,debit,Mastercard,2025-10,expired,2022-10-30T11:39:21
1288,1570,3328*******9978-8295,debit,Amex,2030-07,active,2025-07-05T23:57:19
1289,1571,4323********1390-5711,debit,Visa,2029-08,active,2025-08-13T01:04:22
1290,1572,4805********3384-4831,debit,Visa,2029-09,blocked,2024-09-20T22:43:52
1291,1573,5787********0667-6497,debit,Mastercard,2029-05,active,2026-05-14T08:05:16
1292,1574,4988********8909-1415,debit,Visa,2029-05,active,2026-05-12T17:41:11
1293,1575,5690********6195-6525,debit,Mastercard,2030-12,expired,2025-12-31T22:43:55
1294,1576,5996********6232-2474,debit,Mastercard,2031-05,expired,2026-05-14T00:57:36
1295,1577,4079********7127-1909,debit,Visa,2031-03,blocked,2026-03-25T02:20:10
1296,1578,5284********7827-6085,debit,Mastercard,2029-06,active,2025-06-05T07:42:19
1297,1578,5200********3980-5673,debit,Mastercard,2028-12,active,2025-12-29T17:26:54
1298,1579,4331********3863-5942,debit,Visa,2031-04,active,2026-04-03T00:43:24
1299,1580,4800********2715-6231,debit,Visa,2028-12,active,2025-12-16T13:32:04
1300,1581,4023********1999-8140,debit,Visa,2029-05,active,2026-05-08T05:25:36
1301,1582,4651********0116-3192,debit,Visa,2029-10,active,2025-10-08T23:43:13
1302,1582,4805********5533-6061,debit,Visa,2030-04,active,2026-04-28T02:20:43
1303,1583,5631********8040-1837,debit,Mastercard,2027-01,active,2024-01-08T09:30:34
1304,1584,5331********4383-6501,debit,Mastercard,2029-06,active,2025-06-04T11:38:20
1305,1584,5561********2369-798,debit,Mastercard,2028-05,active,2025-05-15T04:28:52
1306,1586,5118********4371-8995,debit,Mastercard,2030-11,active,2025-11-23T15:47:43
1307,1587,4094********6206-3165,debit,Visa,2029-04,active,2026-04-07T15:14:29
1308,1589,4945********6578-6825,debit,Visa,2031-01,active,2026-01-16T05:54:39
1309,1589,4970********7320-8869,debit,Visa,2031-03,expired,2026-03-15T12:35:01
1310,1591,5515********8906-3331,debit,Mastercard,2031-02,active,2026-02-07T09:32:34
1311,1592,5741********6663-4199,debit,Mastercard,2029-08,active,2025-08-30T16:42:04
1312,1593,4467********3471-7055,debit,Visa,2028-09,active,2025-09-18T09:08:38
1313,1594,4286********6315-9688,debit,Visa,2029-12,active,2025-12-02T13:32:40
1314,1595,4169********2099-2026,debit,Visa,2029-12,blocked,2025-12-16T10:40:17
1315,1596,5865********1974-8671,credit,Mastercard,2030-03,blocked,2026-03-21T06:21:43
1316,1597,4074********4068-7521,debit,Visa,2030-04,active,2026-04-16T18:53:58
1317,1599,4979********0393-3213,debit,Visa,2030-04,active,2026-04-27T18:29:01
1318,1601,4328********3253-3025,debit,Visa,2028-08,blocked,2025-08-06T16:57:19
1319,1602,5930********6706-874,debit,Mastercard,2031-05,blocked,2026-05-05T23:33:49
1320,1603,4436********6537-4712,debit,Visa,2029-02,blocked,2024-02-15T06:10:32
1321,1604,5473********4850-8886,debit,Mastercard,2029-08,blocked,2025-08-31T10:35:09
1322,1605,4811********8160-5020,debit,Visa,2028-05,blocked,2025-05-27T05:47:29
1323,1606,4720********5985-3780,debit,Visa,2030-07,blocked,2025-07-18T05:12:19
1324,1607,4277********3933-1202,debit,Visa,2030-11,expired,2025-11-21T22:39:23
1325,1609,5481********3141-8633,credit,Mastercard,2027-11,active,2024-11-28T22:31:43
1326,1610,5397********8809-9115,debit,Mastercard,2030-10,blocked,2025-10-27T16:54:08
1327,1611,4143********9636-4648,debit,Visa,2029-08,active,2024-08-25T23:30:38
1328,1612,4401********1070-8703,credit,Visa,2030-05,blocked,2026-05-09T10:00:23
1329,1613,6238********8550-2492,debit,Discover,2029-01,active,2025-01-14T08:40:59
1330,1613,5523********7938-8622,debit,Mastercard,2030-02,active,2025-02-06T11:30:27
1331,1614,5462********7912-4869,debit,Mastercard,2029-04,blocked,2026-04-08T04:19:55
1332,1614,4029********5966-8806,debit,Visa,2026-11,blocked,2022-11-14T09:27:55
1333,1615,4178********8102-2650,debit,Visa,2027-02,expired,2024-02-17T15:41:13
1334,1616,4523********3441-2035,debit,Visa,2027-05,blocked,2023-05-19T23:06:19
1335,1616,5498********2732-9075,debit,Mastercard,2027-12,blocked,2024-12-26T22:14:35
1336,1617,4190********7250-9125,debit,Visa,2028-06,active,2025-06-14T02:52:55
1337,1619,4845********6966-8379,debit,Visa,2030-05,active,2026-05-15T09:49:04
1338,1621,5998********0928-5708,debit,Mastercard,2030-03,active,2026-03-12T11:40:29
1339,1622,4625********0627-5552,debit,Visa,2030-12,active,2025-12-02T05:50:34
1340,1623,5991********0322-6976,credit,Mastercard,2028-12,expired,2025-12-21T19:33:48
1341,1624,6266********8102-7410,debit,Discover,2029-10,active,2025-10-02T11:28:22
1342,1626,4473********5340-1983,debit,Visa,2028-10,active,2024-10-13T00:54:04
1343,1627,4677********5794-4391,debit,Visa,2029-05,expired,2026-05-14T05:10:46
1344,1629,4697********7514-3625,debit,Visa,2030-02,active,2026-02-18T01:21:25
1345,1630,4687********1988-3257,credit,Visa,2030-04,blocked,2026-04-22T14:06:37
1346,1631,4186********3307-246,debit,Visa,2031-02,active,2026-02-02T16:24:11
1347,1632,5285********8643-2698,credit,Mastercard,2030-11,blocked,2025-11-25T22:51:41
1348,1633,4796********9180-1203,debit,Visa,2030-06,blocked,2025-06-09T22:40:24
1349,1634,4161********7208-5929,debit,Visa,2031-03,blocked,2026-03-17T14:23:18
1350,1635,5439********4955-2659,debit,Mastercard,2030-03,active,2026-03-20T04:35:42
1351,1635,5556********2797-5090,debit,Mastercard,2029-01,active,2026-01-29T21:47:42
1352,1636,4779********0982-9094,debit,Visa,2029-03,active,2026-03-29T09:18:08
1353,1637,4349********1875-1468,debit,Visa,2030-04,active,2026-04-24T12:42:00
1354,1638,3133*******8072-7330,credit,Amex,2031-01,active,2026-01-02T08:09:31
1355,1639,5899********2858-1761,debit,Mastercard,2027-04,active,2024-04-13T17:44:40
1356,1640,5741********8855-2523,debit,Mastercard,2030-05,blocked,2026-05-13T13:09:53
1357,1641,4770********2715-5990,debit,Visa,2029-04,active,2026-04-29T11:33:50
1358,1645,4191********2305-6071,debit,Visa,2030-01,blocked,2026-01-09T11:36:14
1359,1646,5327********8177-726,debit,Mastercard,2029-11,blocked,2025-11-09T06:46:01
1360,1647,5824********7218-9301,debit,Mastercard,2029-03,active,2026-03-25T23:17:02
1361,1648,3496*******2147-6148,credit,Amex,2030-11,active,2025-11-02T04:02:11
1362,1649,4362********3561-4106,debit,Visa,2028-03,active,2023-03-25T15:53:14
1363,1650,5875********8585-3933,debit,Mastercard,2031-03,blocked,2026-03-08T19:41:39
1364,1652,5100********1362-8561,debit,Mastercard,2031-05,active,2026-05-10T05:03:05
1365,1653,4655********3075-431,debit,Visa,2031-04,expired,2026-04-25T14:16:00
1366,1653,5284********4640-2572,debit,Mastercard,2031-05,blocked,2026-05-09T04:26:35
1367,1654,4577********1887-9156,debit,Visa,2029-03,expired,2026-03-10T16:50:14
1368,1656,4044********4066-3664,debit,Visa,2029-05,active,2026-05-05T05:15:26
1369,1657,5700********1974-1969,debit,Mastercard,2031-05,active,2026-05-02T05:32:19
1370,1659,4327********9911-756,debit,Visa,2030-05,active,2026-05-11T11:57:46
1371,1660,4829********7044-4548,debit,Visa,2030-05,active,2026-05-15T23:25:50
1372,1661,4034********7553-2143,debit,Visa,2030-02,active,2025-02-21T10:58:12
1373,1662,6326********1947-7668,credit,Discover,2028-05,blocked,2025-05-08T00:39:06
1374,1663,6571********4522-5395,debit,Discover,2031-04,active,2026-04-25T14:07:36
1375,1664,4777********3950-7592,debit,Visa,2030-04,blocked,2026-04-27T21:04:40
1376,1664,4772********5459-7524,debit,Visa,2029-03,blocked,2026-03-21T18:06:08
1377,1665,5977********0736-939,debit,Mastercard,2030-04,expired,2026-04-10T04:25:21
1378,1666,4846********9216-1195,credit,Visa,2030-05,active,2026-05-07T04:34:36
1379,1667,5958********5226-9128,debit,Mastercard,2031-05,expired,2026-05-07T09:49:24
1380,1668,5454********7015-6154,debit,Mastercard,2030-05,active,2026-05-14T14:03:14
1381,1669,5595********5586-984,debit,Mastercard,2030-10,blocked,2025-10-18T00:57:00
1382,1669,5920********9647-8787,debit,Mastercard,2031-04,active,2026-04-27T00:37:25
1383,1670,4805********7745-5622,debit,Visa,2029-08,active,2024-08-04T14:07:16
1384,1671,5006********1771-7444,debit,Mastercard,2028-10,active,2025-10-05T19:19:02
1385,1673,5223********5689-7980,debit,Mastercard,2029-06,active,2024-06-23T09:35:27
1386,1674,4391********2424-1073,credit,Visa,2030-01,expired,2026-01-04T06:02:14
1387,1675,4941********8952-8634,debit,Visa,2030-05,blocked,2026-05-12T21:06:34
1388,1677,5523********6328-2299,debit,Mastercard,2029-05,blocked,2026-05-12T02:52:39
1389,1678,4637********4150-5065,debit,Visa,2031-03,active,2026-03-20T19:27:51
1390,1679,4175********1029-9504,debit,Visa,2029-03,blocked,2024-03-27T19:44:13
1391,1680,5986********7421-5993,debit,Mastercard,2030-12,active,2025-12-21T06:20:53
1392,1683,4540********9899-8824,credit,Visa,2028-06,active,2024-06-24T23:30:34
1393,1685,5893********8349-2462,debit,Mastercard,2030-01,blocked,2026-01-24T16:44:31
1394,1686,5451********6015-122,credit,Mastercard,2029-08,active,2025-08-02T00:24:00
1395,1687,5531********1320-536,credit,Mastercard,2029-04,active,2026-04-21T14:20:04
1396,1689,5597********9748-1524,debit,Mastercard,2031-04,active,2026-04-19T13:25:24
1397,1693,4654********7174-8927,credit,Visa,2030-10,active,2025-10-27T11:49:57
1398,1694,5529********5055-8205,debit,Mastercard,2030-11,active,2025-11-10T11:27:22
1399,1695,5809********5472-7545,debit,Mastercard,2031-01,active,2026-01-22T12:08:18
1400,1696,5193********1720-9475,debit,Mastercard,2031-05,active,2026-05-01T12:37:21
1401,1697,4180********4689-2,debit,Visa,2030-12,expired,2025-12-16T09:04:26
1402,1698,5759********1932-4591,credit,Mastercard,2031-04,blocked,2026-04-19T10:35:16
1403,1700,5025********1369-7139,debit,Mastercard,2030-02,active,2025-02-24T13:12:38
1404,1701,3217*******6386-850,credit,Amex,2030-12,active,2025-12-07T15:15:12
1405,1702,4324********0046-5838,debit,Visa,2027-01,blocked,2023-01-24T19:35:09
1406,1703,4069********3721-892,debit,Visa,2029-12,active,2025-12-01T15:02:09
1407,1704,5313********8511-209,debit,Mastercard,2029-11,active,2025-11-26T14:30:23
1408,1705,4692********7817-5158,debit,Visa,2031-05,expired,2026-05-10T02:14:41
1409,1706,4738********7462-3359,debit,Visa,2029-01,active,2026-01-16T12:49:56
1410,1708,4259********1293-8003,credit,Visa,2028-01,active,2025-01-19T11:36:31
1411,1709,5139********6746-4078,debit,Mastercard,2031-04,active,2026-04-17T10:30:58
1412,1714,4312********9148-7832,debit,Visa,2031-04,blocked,2026-04-30T08:21:15
1413,1715,4089********8528-5735,debit,Visa,2030-04,blocked,2026-04-14T14:26:25
1414,1716,4554********9630-5221,debit,Visa,2031-04,blocked,2026-04-08T08:24:06
1415,1718,4641********4239-2040,debit,Visa,2029-04,active,2026-04-03T06:43:11
1416,1719,5698********1917-707,debit,Mastercard,2030-06,blocked,2025-06-04T09:49:57
1417,1720,4723********8219-9010,debit,Visa,2030-12,blocked,2025-12-22T03:06:10
1418,1721,5782********9654-8731,debit,Mastercard,2029-02,active,2024-02-07T15:00:11
1419,1722,4426********1582-6732,credit,Visa,2030-09,active,2025-09-05T18:28:48
1420,1723,4152********2914-5068,debit,Visa,2029-05,expired,2026-05-16T14:15:42
1421,1726,5519********2090-9431,debit,Mastercard,2030-03,active,2026-03-30T21:05:29
1422,1727,5137********1797-5907,credit,Mastercard,2028-12,active,2025-12-29T15:36:45
1423,1728,5007********8715-3672,debit,Mastercard,2029-02,expired,2025-02-04T21:40:21
1424,1731,4859********1739-3373,debit,Visa,2030-10,active,2025-10-19T08:44:21
1425,1732,4587********5725-2791,credit,Visa,2026-07,active,2023-07-26T09:33:52
1426,1733,5188********3475-9781,debit,Mastercard,2029-02,blocked,2026-02-13T22:07:32
1427,1734,5456********4370-151,debit,Mastercard,2027-10,active,2024-10-05T12:03:27
1428,1735,4328********5989-7284,debit,Visa,2028-01,active,2025-01-24T20:31:04
1429,1736,4702********1608-2768,debit,Visa,2028-02,active,2023-02-03T01:23:08
1430,1737,5585********4816-5551,credit,Mastercard,2031-01,active,2026-01-06T14:48:36
1431,1738,4024********7707-538,credit,Visa,2030-02,blocked,2026-02-14T12:25:42
1432,1739,5890********8608-5865,debit,Mastercard,2029-10,expired,2025-10-17T12:33:01
1433,1740,4385********7595-6207,debit,Visa,2030-12,active,2025-12-23T16:29:51
1434,1743,4317********1086-4462,debit,Visa,2027-11,expired,2024-11-18T13:48:26
1435,1744,4813********1722-4561,debit,Visa,2030-04,active,2025-04-28T21:35:45
1436,1745,4315********5150-3146,debit,Visa,2027-02,active,2024-02-23T23:09:03
1437,1746,4345********1217-3186,debit,Visa,2029-09,active,2024-09-23T04:33:45
1438,1747,4317********8214-3000,debit,Visa,2029-05,blocked,2026-05-03T16:57:07
1439,1749,4706********9960-352,debit,Visa,2029-01,active,2024-01-17T11:39:58
1440,1751,5863********9741-9072,debit,Mastercard,2031-04,active,2026-04-28T01:11:23
1441,1751,5864********5090-1936,debit,Mastercard,2031-04,active,2026-04-17T02:11:40
1442,1754,4675********7373-3435,credit,Visa,2031-04,expired,2026-04-16T07:02:16
1443,1755,5234********5086-912,debit,Mastercard,2031-01,blocked,2026-01-13T08:21:20
1444,1756,5752********7408-216,debit,Mastercard,2029-12,blocked,2025-12-08T06:01:02
1445,1757,4766********2914-6291,debit,Visa,2028-12,active,2024-12-02T11:59:28
1446,1758,4914********3480-6499,debit,Visa,2029-01,active,2024-01-24T20:54:34
1447,1760,4110********0236-6339,debit,Visa,2029-05,expired,2026-05-04T22:36:19
1448,1762,3661*******5519-7966,debit,Amex,2030-04,active,2026-04-30T12:56:13
1449,1763,4961********8837-2460,credit,Visa,2028-09,active,2025-09-27T00:35:14
1450,1764,5657********8812-9720,debit,Mastercard,2028-07,blocked,2025-07-11T21:55:45
1451,1765,5016********9873-721,debit,Mastercard,2030-03,blocked,2026-03-11T23:57:09
1452,1765,3868*******3792-2184,debit,Amex,2029-05,blocked,2026-05-06T18:16:59
1453,1766,4654********7607-1151,debit,Visa,2029-03,active,2026-03-06T01:33:52
1454,1767,5147********9587-3757,debit,Mastercard,2029-02,blocked,2025-02-27T04:52:31
1455,1769,3511*******8939-3017,debit,Amex,2031-01,active,2026-01-16T21:40:52
1456,1769,4204********8092-2893,debit,Visa,2030-04,expired,2026-04-12T15:34:16
1457,1771,4033********2322-4184,debit,Visa,2029-01,blocked,2026-01-10T22:16:01
1458,1773,5555********7111-7560,debit,Mastercard,2029-12,blocked,2025-12-07T20:17:07
1459,1774,5057********5330-8764,debit,Mastercard,2029-03,active,2026-03-09T03:31:15
1460,1775,3779*******2296-380,debit,Amex,2029-04,active,2026-04-30T22:26:27
1461,1775,4806********9070-380,debit,Visa,2031-05,active,2026-05-06T19:44:29
1462,1777,4526********4600-1911,debit,Visa,2030-05,blocked,2026-05-15T06:03:48
1463,1779,4949********3118-9620,debit,Visa,2029-05,blocked,2025-05-13T12:02:48
1464,1781,4898********1679-6030,debit,Visa,2031-01,active,2026-01-02T07:33:25
1465,1782,4857********1746-1350,credit,Visa,2028-09,blocked,2025-09-23T07:34:43
1466,1783,5046********2911-184,debit,Mastercard,2031-05,expired,2026-05-13T07:47:29
1467,1784,4209********8814-4746,debit,Visa,2029-12,blocked,2025-12-01T05:29:18
1468,1785,5555********3269-3471,credit,Mastercard,2027-07,active,2023-07-11T12:40:10
1469,1786,5578********1389-5084,debit,Mastercard,2028-05,blocked,2025-05-02T17:53:44
1470,1787,4115********7373-1456,debit,Visa,2029-03,active,2026-03-26T20:32:55
1471,1788,4907********3211-8233,debit,Visa,2028-11,active,2025-11-19T23:16:45
1472,1788,4158********1582-7687,debit,Visa,2028-09,active,2025-09-28T21:26:43
1473,1789,4869********2538-6594,debit,Visa,2030-04,blocked,2025-04-27T01:52:18
1474,1790,4071********2145-5322,debit,Visa,2029-04,active,2026-04-16T10:24:09
1475,1794,5819********2466-4970,debit,Mastercard,2027-05,active,2024-05-17T10:32:38
1476,1795,4976********5532-7401,debit,Visa,2028-10,active,2025-10-14T14:51:56
1477,1796,5970********4838-4151,debit,Mastercard,2029-09,active,2025-09-18T19:21:46
1478,1796,5109********2634-3753,debit,Mastercard,2030-08,expired,2025-08-22T11:47:45
1479,1799,4098********6470-6876,debit,Visa,2031-05,active,2026-05-16T00:42:01
1480,1800,5893********8663-2653,debit,Mastercard,2028-05,active,2024-05-14T05:36:41
1481,1802,4849********6818-1074,debit,Visa,2031-05,active,2026-05-05T23:51:01
1482,1802,5745********6422-7853,debit,Mastercard,2029-03,active,2026-03-23T23:37:01
1483,1803,4907********7809-9930,debit,Visa,2028-12,blocked,2025-12-24T16:29:55
1484,1804,3358*******4740-5349,debit,Amex,2027-04,active,2024-04-23T12:01:09
1485,1805,4593********0710-2778,debit,Visa,2029-06,active,2025-06-13T02:12:58
1486,1806,4212********7790-5907,credit,Visa,2031-05,blocked,2026-05-13T18:48:29
1487,1807,5373********8714-4972,debit,Mastercard,2030-08,active,2025-08-04T01:21:44
1488,1807,3836*******8466-3064,debit,Amex,2028-11,active,2025-11-20T03:49:04
1489,1809,5439********0851-361,debit,Mastercard,2025-11,expired,2022-11-18T21:39:13
1490,1810,4888********3707-2179,credit,Visa,2029-02,expired,2026-02-11T23:43:08
1491,1812,5688********4646-5280,debit,Mastercard,2030-03,active,2026-03-21T19:31:22
1492,1812,5851********2554-5174,debit,Mastercard,2029-02,blocked,2026-02-26T06:05:59
1493,1814,4986********3860-291,debit,Visa,2030-05,blocked,2026-05-15T03:11:39
1494,1815,4958********0904-7357,debit,Visa,2028-12,active,2025-12-01T03:15:02
1495,1816,4873********9963-5605,debit,Visa,2030-04,expired,2026-04-18T13:59:56
1496,1817,5407********8908-4782,credit,Mastercard,2028-06,active,2025-06-14T02:59:06
1497,1819,6222********7093-4511,debit,Discover,2029-02,blocked,2026-02-07T02:13:22
1498,1820,4778********7875-1421,debit,Visa,2030-11,blocked,2025-11-27T01:26:20
1499,1823,4319********7193-9837,debit,Visa,2030-03,active,2026-03-23T09:00:02
1500,1823,4847********8555-5496,debit,Visa,2029-02,active,2026-02-06T14:42:09
