id,customer_id,account_number,account_type,currency,balance,status,opened_at
732,369,IN8878539742791,checking,INR,144638.85,frozen,2026-05-10T09:44:06
733,370,UA6511909386859,savings,UAH,1427485.8,active,2024-04-25T13:40:30
734,371,DE7561588663297,savings,EUR,35196.9,active,2025-06-25T12:58:58
735,371,DE7953297914153,savings,EUR,10070.67,closed,2025-01-04T14:01:49
736,371,DE6805250195231,checking,EUR,7730.84,active,2025-09-27T19:39:02
737,371,DE4798106996752,checking,EUR,3400.53,active,2025-02-05T02:40:28
738,372,SE4898357312092,savings,SEK,3481.95,active,2024-09-08T17:42:03
739,372,SE8956965529887,savings,SEK,34182.07,active,2024-09-15T07:19:21
740,373,JP9573771490849,savings,JPY,472765.62,active,2025-06-29T09:48:11
741,374,BR3259644792171,credit,BRL,-3869.46,active,2026-02-15T16:26:21
742,375,TR7890487597601,checking,TRY,135733.16,frozen,2024-10-16T07:51:52
743,376,BR3606717620000,checking,BRL,21547.45,active,2025-08-08T05:08:15
744,377,DE6667421435134,savings,EUR,87.17,frozen,2024-11-17T01:20:27
745,378,CH7776419644097,checking,CHF,4562.55,frozen,2026-04-09T23:20:11
746,378,CH2503938260865,checking,CHF,4311.21,active,2026-03-28T22:26:26
747,379,AU7217152332069,checking,AUD,7822.07,frozen,2025-06-28T14:35:35
748,380,AU8670036480445,checking,AUD,5897.5,active,2025-08-12T13:23:48
749,381,US9043537896298,checking,USD,5311.57,active,2025-09-17T03:37:42
750,381,US1610022218270,checking,USD,4447.38,active,2023-04-05T02:27:13
751,382,US1200490216265,savings,USD,36589.57,closed,2025-05-19T11:38:50
752,383,FR1177760270312,checking,EUR,2377.99,closed,2025-09-06T18:10:17
753,383,FR7743670438302,checking,EUR,7131.83,active,2025-12-22T23:10:35
754,383,FR7718847549887,checking,EUR,2795.74,closed,2025-11-15T19:08:14
755,383,FR1833115737169,credit,EUR,-2545.11,active,2025-08-17T10:19:30
756,384,CN4212562621524,checking,CNY,279.25,active,2025-11-10T13:52:44
757,385,JP2364810559088,savings,JPY,4691595.4,closed,2025-01-19T01:08:33
758,385,JP7689451054537,savings,JPY,3345046.27,closed,2026-02-02T10:40:20
759,385,JP4204710091205,checking,JPY,810797.66,active,2025-06-01T14:15:10
760,385,JP4215841673672,checking,JPY,45973.78,active,2025-12-26T23:19:29
761,386,DK4654604044947,savings,DKK,25678,active,2024-05-15T16:28:27
762,387,NL2009028481352,savings,EUR,10938.64,active,2025-05-02T04:17:46
763,388,JP9419393417053,savings,JPY,1378086.33,active,2026-02-03T12:22:36
764,389,JP4348434649556,credit,JPY,-611098.81,active,2025-09-21T04:00:13
765,390,IN5211474763803,checking,INR,503050.88,active,2025-11-14T17:48:48
766,390,IN4178223878763,checking,INR,342257.99,closed,2026-01-12T15:41:55
767,391,ZA1246281681839,savings,ZAR,35028.18,closed,2023-12-13T16:51:56
768,391,ZA9701001367587,checking,ZAR,688.53,active,2026-05-06T07:47:01
769,391,ZA8663901130185,checking,ZAR,321.85,active,2024-08-09T07:40:40
770,392,CA7566576818516,checking,CAD,1151.72,active,2026-05-02T04:22:03
771,392,CA2771627959129,checking,CAD,3341.24,active,2025-10-03T10:36:17
772,393,GB3388526786442,checking,GBP,7652.4,active,2025-03-13T22:47:02
773,394,GB5744858023951,checking,GBP,3005.99,active,2022-10-28T23:50:20
774,395,BR9424001027669,checking,BRL,27411.92,active,2025-05-30T13:33:46
775,395,BR7877955939048,checking,BRL,1734.36,active,2026-04-08T00:34:22
776,396,BR8687067517612,checking,BRL,16344.35,active,2024-12-26T07:16:13
777,396,BR3525193682815,checking,BRL,1029.51,active,2024-06-17T19:29:59
778,397,FR7897285969515,savings,EUR,39805.93,active,2023-05-05T01:52:51
779,397,FR7795220927590,credit,EUR,-4320.2,active,2026-01-17T22:37:16
780,397,FR5476362238750,savings,EUR,12284.24,closed,2023-12-06T17:23:25
781,398,US1499053036371,checking,USD,7277.67,active,2024-02-25T03:58:13
782,398,US6288566967005,savings,USD,9879.14,frozen,2026-02-19T05:19:18
783,398,US1963161159626,checking,USD,6324.76,active,2024-02-04T11:23:28
784,398,US2762076083472,checking,USD,4887.92,closed,2023-01-03T06:03:02
785,399,MX2762656953749,checking,MXN,117962.67,active,2025-11-19T19:07:21
786,400,AE9978094436591,checking,AED,6842.5,active,2025-04-09T08:41:52
787,401,US5559801961347,savings,USD,29761.85,active,2025-03-01T13:02:20
788,401,US9949833268677,credit,USD,-4197.71,active,2024-04-25T12:41:22
789,402,UA9545657080132,checking,UAH,273309.46,frozen,2025-11-05T08:52:42
790,402,UA1067539173934,checking,UAH,128615.02,frozen,2024-12-08T15:37:45
791,402,UA9936355687242,savings,UAH,496798.66,frozen,2023-09-01T21:36:09
792,403,DE6298462534380,checking,EUR,3179.9,active,2026-03-26T14:11:14
793,403,DE4990466817664,savings,EUR,89.2,active,2026-03-29T13:55:21
794,403,DE4057774936990,checking,EUR,5928.81,active,2026-04-20T13:42:23
795,404,US7252704034547,savings,USD,9803.97,closed,2026-03-22T13:50:38
796,404,US2657223423913,checking,USD,3568.72,active,2026-04-21T08:39:31
797,405,BR4463057454145,checking,BRL,9322.1,active,2025-12-12T18:31:52
798,406,US3681205691111,checking,USD,7063.94,active,2024-11-12T19:09:38
799,406,US1372944258535,checking,USD,820.73,active,2025-10-25T22:53:30
800,407,GB5686816513663,checking,GBP,4825.16,active,2024-09-20T18:45:45
801,407,GB4450564225841,checking,GBP,885.61,active,2024-10-15T19:51:43
802,407,GB1027635614339,checking,GBP,4299.83,closed,2025-01-17T20:04:15
803,408,GB7208886040070,checking,GBP,2737.44,closed,2025-08-19T05:53:14
804,408,GB8112235374451,savings,GBP,39062.05,frozen,2025-10-02T17:19:00
805,408,GB3755348353336,checking,GBP,3850.3,frozen,2025-11-25T18:32:03
806,408,GB4276852643944,checking,GBP,5924.2,active,2025-11-23T13:02:03
807,409,SE2022604141885,checking,SEK,7292.03,active,2025-12-07T10:06:43
808,409,SE5689377816867,checking,SEK,6439.75,active,2025-12-14T08:52:43
809,409,SE7237301875205,credit,SEK,-2124.98,frozen,2026-05-01T08:46:10
810,410,UA7852984972279,checking,UAH,229495.73,active,2025-11-22T07:53:36
811,410,UA1963529538475,checking,UAH,119024.2,closed,2025-11-02T08:12:09
812,411,MX5635134883061,checking,MXN,89317.51,active,2023-10-14T22:04:13
813,411,MX2518211418516,credit,MXN,-5010.92,active,2022-06-06T21:12:46
814,411,MX5090334414433,savings,MXN,546965.52,active,2023-12-16T14:05:30
815,411,MX8231635894806,checking,MXN,119002.31,active,2024-09-16T13:32:03
816,412,DE5984251127426,checking,EUR,7042.3,active,2025-11-14T22:49:48
817,412,DE7059649658732,savings,EUR,22.5,active,2026-01-10T10:12:27
818,412,DE5321569557971,checking,EUR,4601.92,active,2026-05-09T06:20:05
819,413,US2075805127519,checking,USD,7475.08,active,2025-06-13T12:04:57
820,414,DE9562922282777,checking,EUR,7316.9,frozen,2023-09-03T17:43:28
821,415,AU6245648417136,savings,AUD,23536.45,active,2026-03-16T06:56:20
822,416,ES2658602919668,savings,EUR,25846.76,frozen,2026-05-15T14:23:33
823,416,ES1690511960199,savings,EUR,13426.54,active,2023-03-20T02:45:56
824,417,DK7659598732881,checking,DKK,4263.36,active,2025-10-29T13:37:06
825,418,IT7484111238177,checking,EUR,4735.95,frozen,2022-10-08T20:33:00
826,418,IT3311849070997,checking,EUR,5642.87,active,2025-12-04T18:39:44
827,419,ES9287916245765,checking,EUR,7734.4,closed,2024-01-01T04:45:49
828,420,US8361860168598,savings,USD,19627.11,active,2026-02-19T06:25:01
829,420,US4193174015637,checking,USD,6702.48,active,2026-03-04T14:37:25
830,421,CA3205884616816,checking,CAD,2519.64,active,2025-11-23T09:14:48
831,421,CA1590138570933,checking,CAD,720.04,closed,2025-12-02T00:35:34
832,422,TR7439272519450,credit,TRY,-75159.53,active,2026-02-28T22:07:34
833,422,TR3589516839060,savings,TRY,307664.99,active,2025-11-22T08:38:41
834,422,TR9107925274189,checking,TRY,85085.73,active,2026-03-31T03:57:43
835,423,US4725013488833,savings,USD,3216.53,frozen,2025-07-11T11:47:17
836,423,US1981941883296,savings,USD,39936.86,active,2025-09-12T21:45:10
837,424,AU6628255838788,checking,AUD,3191.37,frozen,2025-06-20T00:25:26
838,425,BR5026725216688,savings,BRL,100976.84,active,2025-08-16T02:45:24
839,425,BR6595158394085,savings,BRL,319.85,active,2025-07-24T06:46:02
840,425,BR7013537454417,checking,BRL,22854.45,active,2025-10-11T09:32:32
841,426,ZA5701028398349,checking,ZAR,7025.89,active,2026-02-19T19:44:36
842,426,ZA1494785177972,savings,ZAR,32417.96,active,2026-04-09T03:30:31
843,426,ZA7889890582590,checking,ZAR,4487.89,active,2025-06-27T22:33:00
844,427,MX3554813794070,credit,MXN,-20063.02,closed,2026-02-08T00:21:43
845,428,GB1223446211859,checking,GBP,7801.87,active,2026-04-15T21:47:59
846,429,BR6906672983261,checking,BRL,26178.19,active,2025-03-30T11:28:55
847,429,BR2372912531469,checking,BRL,7072.42,frozen,2025-12-30T06:05:41
848,429,BR5485471143543,checking,BRL,30547.73,frozen,2025-08-27T21:02:41
849,430,US6847732331107,credit,USD,-4215.44,active,2026-01-06T23:05:59
850,430,US4554245481028,checking,USD,958.56,active,2026-01-15T01:09:42
851,431,JP4755149767468,checking,JPY,430403.27,closed,2026-05-14T19:26:00
852,431,JP5547780796872,savings,JPY,4127909.17,active,2026-05-14T16:34:04
853,431,JP4590554640849,checking,JPY,448475.89,closed,2026-05-14T09:10:25
854,432,US1817152886084,credit,USD,-2588.25,active,2026-05-09T20:33:19
855,433,JP6451372038237,savings,JPY,5929.56,active,2026-04-23T11:24:11
856,433,JP2036744849536,checking,JPY,208791.53,active,2026-04-13T04:38:01
857,433,JP9444069060035,checking,JPY,191890.43,active,2026-05-01T19:39:10
858,434,IT4990686730324,checking,EUR,5839.5,active,2023-02-26T01:19:18
859,435,DE6782259262600,checking,EUR,5402.4,closed,2022-04-12T01:27:01
860,436,US3846078985710,checking,USD,2099.58,active,2026-03-31T19:28:49
861,436,US3508301516063,checking,USD,4091.33,active,2025-09-18T16:24:24
862,437,UA6817540260148,savings,UAH,745786.26,frozen,2026-01-06T16:17:55
863,437,UA8792773766268,savings,UAH,421658.85,active,2026-02-12T19:23:09
864,438,BR5435196715344,checking,BRL,25113.23,active,2024-04-03T12:15:53
865,438,BR5443563159843,credit,BRL,-193.99,active,2025-07-21T19:39:21
866,439,US3249297675704,checking,USD,4364.97,active,2026-04-19T11:46:51
867,439,US3312273031826,checking,USD,5113.62,active,2026-04-23T16:34:27
868,439,US2945027010644,savings,USD,6831.5,active,2026-03-27T05:44:51
869,439,US7476197764940,checking,USD,1333.43,active,2025-07-15T23:09:02
870,440,PL2182592463761,savings,PLN,18528.06,active,2026-03-23T20:22:13
871,440,PL5720916594160,checking,PLN,3784.89,active,2025-08-15T23:51:10
872,441,FR4938904332985,checking,EUR,7086.37,active,2024-04-29T00:05:19
873,441,FR8630966014286,checking,EUR,3323.89,closed,2025-06-13T19:24:29
874,442,US1052603347921,savings,USD,10897.65,active,2025-04-24T23:13:59
875,442,US5645644199511,credit,USD,-323.12,active,2026-02-11T20:49:08
876,442,US5142950263054,savings,USD,19773.25,frozen,2026-05-11T23:43:16
877,443,GB9590858919796,checking,GBP,3913.93,active,2022-05-01T19:01:40
878,444,ZA1287429172761,savings,ZAR,34515.25,frozen,2022-04-03T07:48:31
879,445,DE7125997833806,checking,EUR,3465.48,frozen,2024-07-28T05:00:04
880,445,DE8656174519517,checking,EUR,2651.01,active,2026-05-08T18:04:17
881,446,US7963329533440,checking,USD,4000.8,closed,2026-03-26T17:11:42
882,447,US7381837140009,checking,USD,6748.2,active,2024-07-16T05:17:05
883,447,US2292378673129,checking,USD,3401.07,active,2024-04-02T07:28:17
884,447,US4092524521599,credit,USD,-773.77,active,2024-08-03T02:43:01
885,448,PT8686083180513,savings,EUR,20470.19,active,2025-08-08T10:35:30
886,448,PT3366257444143,credit,EUR,-3062.18,active,2026-01-26T14:33:56
887,448,PT7352985543013,savings,EUR,23.64,active,2025-06-16T03:18:17
888,449,GB2520597876060,checking,GBP,2319.98,frozen,2023-09-05T06:02:56
889,450,US9748178020853,checking,USD,3799.24,active,2025-06-13T22:03:36
890,451,DE2411835335828,checking,EUR,7437.15,active,2026-01-02T09:37:11
891,451,DE9909969767388,checking,EUR,4085.31,frozen,2025-10-23T13:11:51
892,451,DE3099155335422,savings,EUR,34.13,frozen,2025-10-28T23:12:26
893,452,US7345591395894,checking,USD,3951.78,active,2023-09-24T06:41:50
894,453,GB8370510136690,credit,GBP,-4049.88,active,2025-07-18T22:00:25
895,453,GB1618269293711,savings,GBP,28641.28,active,2025-08-14T17:34:24
896,454,PT9644654489195,checking,EUR,6763.26,frozen,2024-06-18T04:44:44
897,454,PT1679641478221,savings,EUR,18342.24,active,2025-05-16T09:15:34
898,454,PT7370758527027,savings,EUR,24024.33,active,2025-08-31T18:58:47
899,455,US5584944880913,checking,USD,6546.09,active,2025-09-05T23:40:11
900,456,US3364405037535,savings,USD,3911.88,active,2024-08-14T07:11:24
901,456,US7058112195721,checking,USD,986.02,closed,2025-02-02T04:18:46
902,457,BR9564514779071,savings,BRL,183931.35,active,2025-12-21T14:41:46
903,457,BR6156004739364,checking,BRL,28575.9,frozen,2025-03-24T15:47:15
904,457,BR1819927831161,credit,BRL,-13792.26,frozen,2025-04-23T13:59:02
905,458,DK9901403824292,savings,DKK,17103.63,closed,2026-04-08T17:55:11
906,458,DK8229530831724,savings,DKK,39936.69,active,2026-03-22T00:12:01
907,459,FR5930037097436,checking,EUR,3893.14,frozen,2025-04-15T15:38:33
908,459,FR8348720471803,checking,EUR,5614.84,active,2025-02-25T11:59:09
909,460,FR4030307962292,savings,EUR,5334.67,active,2025-09-20T05:11:20
910,461,CA2468510459617,checking,CAD,7718.59,active,2025-08-27T06:58:38
911,462,US3007907979424,checking,USD,6062.16,closed,2026-03-15T16:11:19
912,462,US6951410263541,checking,USD,5451.44,frozen,2024-09-21T01:31:32
913,462,US3786301750202,checking,USD,6852.83,frozen,2026-03-02T00:34:52
914,462,US8375961663733,savings,USD,16248.45,active,2026-01-29T10:45:15
915,463,US6184275465445,checking,USD,1593.56,active,2025-04-19T16:40:20
916,463,US3019957376993,checking,USD,6635.43,frozen,2023-07-03T15:15:24
917,464,DK1297279986194,savings,DKK,39652.34,frozen,2026-03-01T09:20:23
918,464,DK7632968587608,savings,DKK,86.25,frozen,2026-03-18T09:41:32
919,464,DK1006325880896,checking,DKK,5116.52,closed,2026-02-28T18:36:10
920,465,MX8608762495637,checking,MXN,38234.21,closed,2023-05-07T02:48:48
921,465,MX2419792312093,checking,MXN,23556.18,active,2025-05-26T09:10:47
922,466,DE1701021836089,savings,EUR,9023.85,active,2025-02-24T10:24:28
923,466,DE2483622257935,savings,EUR,37250.9,active,2026-03-15T09:25:32
924,467,AU3745733399687,checking,AUD,4908.86,frozen,2023-07-27T08:59:18
925,468,CN8718898763031,checking,CNY,7129.27,active,2025-09-11T06:32:29
926,469,DE7650152217458,checking,EUR,3561.59,active,2025-04-05T21:08:10
927,470,IT8263446554980,checking,EUR,5829,frozen,2024-03-05T23:34:13
928,470,IT4906144196266,credit,EUR,-4652.84,active,2024-02-06T16:42:10
929,471,GB5350782338088,savings,GBP,21670.56,active,2022-12-02T14:38:42
930,472,JP1197936372396,checking,JPY,92368.64,active,2025-02-04T20:26:51
931,473,FR8032690174450,checking,EUR,7846.85,active,2022-02-16T01:26:00
932,473,FR9333093984148,checking,EUR,1426.16,active,2022-06-10T12:53:01
933,474,IN7241870864931,savings,INR,2736877.73,active,2025-06-10T14:16:15
934,474,IN5136493890025,checking,INR,285100.78,frozen,2024-10-24T14:17:41
935,475,US4821519767628,savings,USD,5016.12,active,2025-11-19T05:27:42
936,476,DE4380182269544,credit,EUR,-4438.53,active,2026-03-25T15:25:14
937,476,DE1506369967129,savings,EUR,32173.36,active,2024-05-18T05:25:31
938,477,CA9551861853128,savings,CAD,17529.31,active,2023-10-03T09:10:14
939,477,CA5270578166998,savings,CAD,31699.59,active,2025-03-10T21:41:41
940,477,CA9724259572057,checking,CAD,5306.35,active,2025-11-19T17:31:44
941,477,CA2550920153223,credit,CAD,-1046.62,active,2024-02-16T02:11:59
942,478,DE9598120850541,credit,EUR,-2886.23,active,2026-04-18T23:05:12
943,478,DE8612366716177,savings,EUR,50.92,frozen,2025-11-14T20:49:36
944,479,US4149979785089,checking,USD,4234.03,active,2023-10-09T09:40:04
945,479,US6208354648314,checking,USD,4064.19,active,2023-10-14T03:39:02
946,479,US3739834598403,checking,USD,4958.15,frozen,2023-12-07T16:00:05
947,480,GB4725410216266,credit,GBP,-4232.6,closed,2025-09-10T15:39:29
948,481,US7517011797163,savings,USD,36629.56,active,2026-03-05T22:59:46
949,482,SE8850315793971,credit,SEK,-3895.61,closed,2023-04-19T17:31:28
950,483,GB8890636049094,credit,GBP,-2680.69,active,2024-11-04T17:49:12
951,483,GB7900895427443,checking,GBP,4111.41,active,2024-12-28T04:17:50
952,483,GB3956854746564,checking,GBP,4195.94,active,2023-06-25T19:27:35
953,484,IN8624827694877,checking,INR,615725.78,frozen,2026-01-16T05:38:40
954,484,IN5923503631959,checking,INR,6758.35,active,2025-02-28T18:19:21
955,485,GB2615272499832,checking,GBP,5691.13,active,2024-12-07T07:33:00
956,485,GB2710825145330,savings,GBP,16486.54,active,2025-07-20T10:41:29
957,485,GB1408376848011,checking,GBP,7669.97,active,2026-02-25T12:36:16
958,486,CA7469222955894,credit,CAD,-1074.13,active,2025-09-29T14:20:30
959,487,FR7590382553546,credit,EUR,-1666.33,closed,2025-08-08T08:43:53
960,487,FR9192946036982,checking,EUR,1295.25,active,2025-06-07T10:03:47
961,488,MX8820051152871,savings,MXN,565438.98,closed,2025-06-05T14:17:03
962,488,MX9605538822971,checking,MXN,62587.04,active,2024-12-11T17:28:55
963,488,MX6312096719317,savings,MXN,673598.26,active,2023-04-23T23:36:53
964,489,JP6955594524513,checking,JPY,740481.98,frozen,2021-09-25T10:09:14
965,489,JP2186869066866,checking,JPY,200147.36,active,2023-04-26T09:13:11
966,489,JP5527304659438,credit,JPY,-61133.76,active,2023-11-28T04:36:39
967,489,JP4789280233258,savings,JPY,4565601.86,active,2024-01-01T04:38:23
968,490,PL1748698673016,savings,PLN,38119.01,active,2023-07-29T17:17:12
969,490,PL3727321444030,savings,PLN,21982.77,active,2023-05-05T18:26:26
970,490,PL3083776179175,checking,PLN,4707.45,active,2025-06-29T14:17:02
971,491,SG5296731187948,checking,SGD,4364.9,closed,2025-05-17T08:32:02
972,492,UA6970009416593,checking,UAH,270940.31,closed,2026-03-14T03:12:26
973,492,UA2517375026130,checking,UAH,114432.05,active,2026-01-05T00:35:55
974,492,UA3192783149377,checking,UAH,290815.55,frozen,2026-01-10T14:20:32
975,493,AU8356158799467,savings,AUD,35094.57,closed,2024-09-20T16:27:43
976,494,ES9040773583436,checking,EUR,1630.33,active,2026-02-04T06:03:41
977,495,US4423881538633,checking,USD,7500.79,frozen,2026-01-12T14:05:23
978,496,US1294224913626,savings,USD,22593.28,active,2025-05-04T17:58:01
979,497,UA8336368618279,checking,UAH,40469.75,active,2025-11-14T11:17:51
980,497,UA7830694494265,credit,UAH,-16849.34,active,2026-02-21T03:09:19
981,498,NL2209815040546,savings,EUR,38543.28,frozen,2025-02-24T20:00:38
982,498,NL4414672415786,savings,EUR,64.84,active,2023-04-16T14:10:04
983,498,NL4336605642336,savings,EUR,23531.43,active,2022-10-16T04:38:41
984,498,NL3822463035664,savings,EUR,29278.67,frozen,2022-08-27T16:44:17
985,499,ES5302456813299,checking,EUR,4452.3,active,2023-12-24T01:35:30
986,500,IN9558421399947,savings,INR,2416199.39,frozen,2026-04-23T15:33:24
987,500,IN2486674996913,checking,INR,467614.35,closed,2025-09-24T05:43:32
988,501,KR7046888183366,savings,KRW,3714365.1,active,2023-12-08T06:11:16
989,501,KR3894596573216,checking,KRW,627535.75,frozen,2024-10-24T20:31:08
990,501,KR9846730083213,checking,KRW,633972.68,active,2024-05-03T17:45:45
991,501,KR3658258799633,savings,KRW,4197.83,active,2024-01-21T21:41:17
992,502,DE7272605287376,checking,EUR,6979.94,frozen,2025-09-05T17:04:11
993,502,DE6529501727557,savings,EUR,6861.6,active,2024-02-25T19:43:23
994,503,ES6581856966324,credit,EUR,-3804.49,frozen,2025-03-20T03:03:14
995,504,ZA4095795061063,checking,ZAR,3220.76,active,2025-04-13T07:45:46
996,505,CH9669461344853,savings,CHF,20385.17,active,2026-04-18T17:03:14
997,505,CH7105653837470,checking,CHF,4719.76,active,2026-03-21T20:15:03
998,505,CH4063783736923,checking,CHF,7591.62,active,2026-04-22T01:24:18
999,506,DE1774336783419,checking,EUR,6385.47,closed,2026-05-15T13:41:30
1000,506,DE8464698565117,checking,EUR,2357.54,closed,2025-10-27T08:45:55
1001,507,IN8916591443307,checking,INR,189370.23,closed,2023-11-11T12:49:33
1002,507,IN7880898574020,checking,INR,167776.42,closed,2025-11-19T00:11:40
1003,508,GB1812573821324,checking,GBP,6419.53,active,2025-12-13T21:46:58
1004,509,US4494259626310,checking,USD,4703.15,frozen,2026-01-26T08:48:05
1005,509,US3448041975513,checking,USD,2642.46,closed,2025-09-01T15:10:58
1006,509,US7857718847831,credit,USD,-3565.86,active,2024-10-16T23:57:58
1007,510,IN6421194360843,savings,INR,2933901.45,active,2025-09-11T17:37:47
1008,510,IN9423859883746,checking,INR,265878.07,frozen,2023-03-25T23:14:43
1009,511,IT9135080649685,savings,EUR,91.86,closed,2025-07-15T03:50:09
1010,511,IT1708767570476,checking,EUR,6740.76,closed,2024-03-03T07:29:00
1011,512,US1676806620329,savings,USD,36936.19,active,2026-03-31T05:17:42
1012,513,CA8791714885783,checking,CAD,6697.49,closed,2025-04-07T22:57:38
1013,513,CA1774429710585,checking,CAD,6226.66,frozen,2025-04-25T21:42:16
1014,513,CA1661020847027,savings,CAD,7223.73,frozen,2025-06-21T16:39:20
1015,514,GB5346726589115,savings,GBP,7518,active,2026-04-26T03:14:54
1016,514,GB7366697810546,savings,GBP,8891.51,frozen,2026-05-08T15:36:43
1017,514,GB1737508612395,savings,GBP,36739.9,active,2026-04-04T15:58:34
1018,515,MX7826019016639,savings,MXN,1169.74,active,2023-08-15T15:17:37
1019,516,AU6157006283641,savings,AUD,22436.47,active,2025-06-19T03:24:50
1020,517,NL1665717922329,savings,EUR,37226.53,active,2026-02-11T02:20:19
1021,517,NL6649051388404,savings,EUR,39.44,active,2025-09-01T15:27:51
1022,517,NL9712861591967,credit,EUR,-1297.56,active,2025-10-26T19:47:19
1023,518,IN9765590336462,savings,INR,755984.51,active,2023-06-17T08:51:13
1024,518,IN2121096236635,checking,INR,79241.39,active,2024-12-31T00:09:45
1025,519,PL7579521048279,checking,PLN,975.68,active,2026-01-17T15:37:25
1026,520,AU7585280558719,checking,AUD,7184.61,frozen,2026-04-29T05:40:50
1027,520,AU1509760746209,checking,AUD,5638.41,frozen,2025-10-09T12:27:14
1028,521,DE4563558466174,checking,EUR,6570.03,active,2025-12-09T20:38:33
1029,522,IE5230328097217,checking,EUR,3901.44,closed,2024-04-17T18:48:09
1030,522,IE8448307543841,savings,EUR,6843.83,closed,2025-04-18T21:06:53
1031,523,CA5181481160028,savings,CAD,10815.94,active,2026-05-15T01:33:32
1032,523,CA8082252872378,savings,CAD,84.47,closed,2026-04-19T22:57:54
1033,524,ZA8834220657531,savings,ZAR,4823.09,active,2026-01-21T08:08:14
1034,524,ZA5349281691232,savings,ZAR,11462.59,active,2026-03-25T00:06:58
1035,524,ZA9135693739570,checking,ZAR,7102.13,closed,2026-05-08T15:03:18
1036,525,ES2305310880464,checking,EUR,5697.45,active,2021-09-28T07:20:10
1037,525,ES6843027444892,checking,EUR,1471.75,active,2022-06-12T18:06:09
1038,525,ES4661911783015,credit,EUR,-4625.95,closed,2024-05-18T05:59:53
1039,525,ES5718194736468,checking,EUR,4663.97,active,2021-07-21T10:25:29
1040,526,US3819120153115,checking,USD,2177.94,active,2025-02-07T18:24:59
1041,527,FR4837981517985,checking,EUR,6301.24,closed,2026-01-11T07:35:33
1042,528,BE8916602615038,checking,EUR,275.17,frozen,2025-02-28T20:30:27
1043,528,BE5888125320657,checking,EUR,3540.2,active,2025-12-01T10:05:34
1044,528,BE7997378662005,savings,EUR,20913.92,closed,2023-01-24T17:53:19
1045,528,BE9619636011394,savings,EUR,31635.27,frozen,2025-12-16T04:04:13
1046,529,GB6611555884176,savings,GBP,8005.14,active,2025-08-29T01:28:40
1047,529,GB4747119732365,savings,GBP,3598.07,active,2024-08-12T15:13:45
1048,530,DE5217825034776,checking,EUR,860.71,frozen,2025-11-18T02:53:53
1049,530,DE7452637735051,credit,EUR,-4787.78,active,2025-10-18T14:43:43
1050,530,DE5293500694461,checking,EUR,1317.39,active,2025-07-20T05:43:17
1051,531,FR8389908568012,checking,EUR,5267.69,active,2026-05-13T22:12:34
1052,531,FR2953796191059,savings,EUR,32512.85,active,2026-03-23T06:59:30
1053,531,FR5725771437016,checking,EUR,535.13,active,2026-03-24T13:53:09
1054,532,FR8318998226099,checking,EUR,3401.63,active,2025-09-25T04:01:50
1055,532,FR1753582826884,checking,EUR,35.84,frozen,2024-07-18T02:03:05
1056,533,IN9965973333650,savings,INR,2068645.18,active,2026-03-17T07:32:10
1057,533,IN6794439511431,savings,INR,2877997.56,active,2023-07-13T20:41:26
1058,534,ES7015057528306,credit,EUR,-3724.09,active,2023-12-27T08:26:57
1059,535,JP2438279597142,savings,JPY,4930937.54,active,2023-01-16T18:23:39
1060,535,JP2950918954134,checking,JPY,936715.48,active,2025-02-07T17:42:31
1061,535,JP9002944437510,credit,JPY,-280147.66,closed,2026-02-16T14:42:46
1062,535,JP2279242336108,checking,JPY,302146.22,active,2025-04-16T02:17:25
1063,536,GB6623603191003,savings,GBP,40541.37,frozen,2026-04-21T11:19:14
1064,537,GB2634160818736,savings,GBP,10659.57,active,2025-03-08T23:48:07
1065,537,GB5524307528407,savings,GBP,36641.84,active,2023-10-06T18:02:04
1066,537,GB1219376167085,checking,GBP,7115.05,frozen,2024-01-08T16:51:57
1067,538,US8851720790110,checking,USD,5140.35,active,2024-08-05T04:50:30
1068,539,PL7430386740746,checking,PLN,7724.49,active,2025-03-13T18:33:08
1069,539,PL1859323769944,checking,PLN,304.76,active,2022-11-25T07:58:46
1070,540,US9497040470498,checking,USD,4129.09,active,2026-03-04T11:22:39
1071,540,US7933187682325,credit,USD,-4607.57,frozen,2025-10-09T17:43:13
1072,540,US3246874993540,savings,USD,22556.28,active,2026-05-02T04:42:13
1073,541,NL1214365738637,checking,EUR,7203.95,frozen,2026-04-21T09:24:40
1074,542,PT8140310663264,checking,EUR,72.33,active,2025-12-29T21:47:39
1075,542,PT1970328468808,savings,EUR,21918.24,active,2026-02-23T19:37:51
1076,542,PT8851364383214,checking,EUR,4924.45,closed,2025-09-26T10:21:09
1077,543,BR6274647733663,checking,BRL,39469.58,active,2022-07-26T21:21:14
1078,543,BR7320359462040,savings,BRL,75146.6,active,2023-12-11T23:55:27
1079,544,PL7910636948609,credit,PLN,-1103.44,active,2024-11-13T15:16:25
1080,544,PL9517260348953,checking,PLN,474.85,active,2024-02-21T20:06:05
1081,545,US2483161733610,savings,USD,4254.65,active,2024-09-03T14:29:22
1082,545,US6915083896625,checking,USD,5591.75,active,2025-05-02T13:30:34
1083,546,AU3758055523844,credit,AUD,-294.75,active,2025-08-05T10:53:56
1084,546,AU4576982016495,checking,AUD,3132.67,active,2026-02-06T06:21:48
1085,547,FR6418782343666,checking,EUR,4284.3,active,2022-02-09T22:36:34
